exchange_id,exchange_name,symbol,base,target,funding_rate,open_interest_usd,h24_volume,last,trade_url
binance_futures,Binance (Futures),DOGEUSDT,DOGE,USDT,-0.003,494100997.6924516,5993083587.0,0.21,https://www.binance.com/en/futures/DOGEUSDT
binance_futures,Binance (Futures),DOGSUSD_PERP,DOGS,USD,0.01,10.153755199999999,3467028866.717859,0.0,https://www.binance.com/en/futures/DOGSUSD_PERP
binance_futures,Binance (Futures),DOGSUSDT,DOGS,USDT,-0.001,4116232.69882112,56478639505.0,0.0,https://www.binance.com/en/futures/DOGSUSDT
binance_futures,Binance (Futures),DOLOUSDT,DOLO,USDT,0.005,8509716.54928616,67514491.0,0.202,https://www.binance.com/en/futures/DOLOUSDT
binance_futures,Binance (Futures),DOODUSDT,DOOD,USDT,0.005,1595912.30689077,539268867.0,0.003,https://www.binance.com/en/futures/DOODUSDT
binance_futures,Binance (Futures),DOTUSD_PERP,DOT,USD,0.01,16716460.0,3316878.31524135,3.703,https://www.binance.com/en/futures/DOTUSD_PERP
binance_futures,Binance (Futures),DOTUSDT,DOT,USDT,-0.003,82209830.50789389,35688923.3,3.71,https://www.binance.com/en/futures/DOTUSDT
binance_futures,Binance (Futures),DRIFTUSDT,DRIFT,USDT,0.005,3143635.67328911,4077303.0,0.494,https://www.binance.com/en/futures/DRIFTUSDT
binance_futures,Binance (Futures),DUSKUSDT,DUSK,USDT,-0.005,2357624.29406184,32685576.0,0.062,https://www.binance.com/en/futures/DUSKUSDT
binance_futures,Binance (Futures),DYDXUSDT,DYDX,USDT,0.01,15092419.40011291,52333465.5,0.613,https://www.binance.com/en/futures/DYDXUSDT
binance_futures,Binance (Futures),DYMUSDT,DYM,USDT,-0.035,3345023.905659424,19707215.5,0.226,https://www.binance.com/en/futures/DYMUSDT
binance_futures,Binance (Futures),EDUUSDT,EDU,USDT,0.009,2206773.888250319,23972592.0,0.129,https://www.binance.com/en/futures/EDUUSDT
binance_futures,Binance (Futures),EGLDUSD_PERP,EGLD,USD,0.01,106410.5505,156345.91126122,14.295,https://www.binance.com/en/futures/EGLDUSD_PERP
